Name,Street Address,City,State,Zipcode,Latitude,Longitude,Category
Festival Des Oiseaux Migrateurs De La C?te-Nord,750 Ch Moulin Baude,Tadoussac,QC,G0T 2A0,48.155829,-69.665791,festival site
Biblioth¨¨que De Sainte-Marguerite,15 Rue De-La-Verendrye,Sainte Marguerite Marie,QC,G0J 2Y0,48.3317079,-67.0704292,library or archives
Melbourne Library,6570 Longwoods Road,Southwest Middlesex,ON,,42.8166007,-81.55272304,library or archives
Heisler Municipal Library,100 Haultain Avenue,Heisler,AB,T0B 2A0,52.6693774,-112.222661,library or archives
¨¦comus¨¦e De Hearst Ecomuseum,631 Front Street,Hearst,ON,P0L 1N0,49.6888667,-83.6595109,museum
Charleswood Library,4910 Roblin Blvd,Winnipeg,MB,,49.85774064,-97.28520023,library or archives
Deep River,55 Ridge Road,Deep River,ON,K0J 1P0,46.10297705,-77.48910899,library or archives
Anne Murray Centre,36 Main Street,"Cumberland, Subd. B",NS,B0M 1X0,45.64948107,-64.05964651,heritage or historic site
Th¨¦atre De L'Ancien Presbyt¨¨re,170 Rue St-Charles S,Granby,QC,J2G 7A4,45.3974636,-72.7347283,theatre/performance and concert hall
Archives De L'Institut Canadien-Fran?ais D'Ottawa,316 Dalhousie Street,Ottawa,ON,K1N 7E7,45.4291257,-75.6914946,library or archives
Glenhyrst Art Gallery of Brant,20 Ava Road,Brantford,ON,N3T 5G9,43.1567611,-80.2866689,gallery
Calgary Grand Theatre Society (The),608 1 St Sw,Calgary,AB,,51.04714906,-114.0646342,theatre/performance and concert hall
Festival De Musique Magnetic Hill Music Festival,540 Front Rd,Moncton,NB,E1G 3H3,46.14280762,-64.87585255,festival site
Jasper Yellowhead Museum,400 Bonhomme St,Jasper,AB,T0E 1E0,52.8761795,-118.0894309,museum
Alex Youck School Museum,1600 4Th Avenue,Regina,SK,S4R 8C8,50.46389455,-104.6033547,museum
Red Poppy Gallery,103 Malvern Dr,Ottawa,ON,K2J 4T2,45.27901518,-75.76388813,gallery
Ontario Provincial Police Museum,777 Memorial Ave,Orillia,ON,L3V 7V3,44.582761,-79.43011942,museum
Mus¨¦e De La M¨¦moire Vivante,710 De-Gasp¨¦ Avenue Ouest,Saint Jean Port Joli,QC,G0R 3G0,47.171685,-70.306608,museum
Fortwhyte Alive,1961 Mccreary Road,Macdonald,MB,R3P 2K9,49.8091669,-97.2343908,heritage or historic site
Canadian Museum of Rail Travel -Cranbrook,1 Van Sts,Cranbrook,BC,V1C 4H9,49.5116964,-115.7717684,museum
St-Aubin Marion Art Gallery,8361 Ave Royale,Chateau Richer,QC,G0A 1N0,46.979739,-71.008801,gallery
Biblioth¨¨que De Saint-Pierre-Les-Becquets,110 Rue Des-Loisirs,Saint Pierre les Becquets,QC,G0X 2Z0,46.5061779,-72.2034953,library or archives
Canadian Military Heritage Museum of Brant County,347 Greenwich Street,Brantford,ON,N3R 7X5,43.1315581,-80.2511113,museum
Ville D'Alma Spectacles - Salle Michel-C?t¨¦,850 Av B¨¦gin S,Alma,QC,G8B 2X6,48.537405,-71.652643,theatre/performance and concert hall
Fort Cataraqui Historic Site,388 Ontario St,Kingston,ON,,44.23366738,-76.47900413,heritage or historic site
Flin Flon Public Library,58 Main St,Flin Flon (Part),MB,R8A 1J8,54.765728,-101.87592,library or archives
Campbell River Maritime Heritage Society,621 Island Highway,Campbell River,BC,V9W 0B7,50.0326958,-125.2699716,museum
Fort Wellington National Historic Site,370 Vankoughnet St,Prescott,ON,K0E 1T0,44.71306371,-75.51099015,heritage or historic site
Framed,1075 Bank Street,Ottawa,ON,K1S 3W9,45.3945861,-75.6834351,gallery
Whitby Public Library - Rossland Branch,701 Rossland Rd E,Whitby,ON,L1N 8Y9,43.8997283,-78.9396565,library or archives
L'Espace Culturel Du Quartier - Heritage Center And Art Gallery,1450 Rue Des-Pionniers,L¨¦vis,QC,G7A 4L6,46.702216,-71.401576,gallery
Fort Erie Railroad Museum,400 Central Ave,Fort Erie,ON,,42.92287748,-78.91746617,museum
Laurentians International Festival,67 Rue Des-Pionniers,La Macaza,QC,J0T 1R0,46.371471,-74.771895,festival site
Province House National Historic Site,165 Richmond Street,Charlottetown,PE,C1A 1J1,46.23499575,-63.12600594,art or cultural centre
Biblioth¨¨que Municipale De Saint-Valentin,790 Ligne,Saint Valentin,QC,J0J 2E0,45.1288458,-73.3253133,library or archives
Mus¨¦e Mccord Stewart,690 Rue Sherbrooke Ouest,Montr¨¦al,QC,H3A 1E9,45.50459635,-73.57362,museum
Queen's University Archives,121 Stuart St,Kingston,ON,,44.22660633,-76.49242391,museum
Mus¨¦e Des Beaux-Arts De Mont-Saint-Hilaire,150 Rue Du-Centre Civique,Mont Saint Hilaire,QC,J3H 5Z5,45.565207,-73.19007,museum
Biblioth¨¨que De Laurierville,148 Rue Grenier,Laurierville,QC,G0S 1P0,46.29677,-71.6567259,library or archives
Centre D'Interpr¨¦tation De L'Ardoise,5 Rue Belmont,Richmond,QC,J0B 2H0,45.656669,-72.148894,art or cultural centre
Biblioth¨¨que Manise-Morin,36 Chemin De-Montr¨¦al Est,Gatineau,QC,,45.543919,-75.415683,library or archives
Bowser Branch,6996 Island Highway West,Nanaimo H,BC,V0R 1G0,49.435724,-124.67665,library or archives
Le P'Tit Bonheur De Saint-Camille,162 Rue Miquelon,Saint Camille,QC,J0A 1G0,45.684363,-71.702814,theatre/performance and concert hall
The Focus Gallery,66 James Street North,Hamilton,ON,L8R 2K5,43.2585143,-79.867943,gallery
Mckellar Twp,701 124 Highway,Magnetawan,ON,P0G 1C0,45.68551663,-79.66679944,library or archives
Rosebud & District Centennial Museum,117 Main Street,Wheatland County,AB,T0J 2T0,51.2996461,-112.9510927,museum
Vivo Media Arts Centre,2625 Kaslo St,Vancouver,BC,V5M 3G9,49.2847803,-123.0466984,library or archives
Art Gallery of Regina,2420 Elphinstone Street,Regina,SK,S4P 3C8,50.4404541,-104.6327737,gallery
Macdonald House Museum,3458 Route 395 East,"Inverness, Subd. A",NS,B0E 3M0,46.1342687,-61.14154656,museum
Biblioth¨¨que De Lac-Du-Cerf,19 Chemin De-L'¨¦glise,Lac du Cerf,QC,J0W 1S0,46.3023286,-75.4974233,library or archives
Centre ¨¦milie-Gamelin,12 Rue 55,Montr¨¦al,QC,J9J 2L1,45.530242,-73.715862,museum
Ompah Community Library,10200 Road 509,North Frontenac,ON,K0H 2J0,45.00734349,-76.83875596,library or archives
New Richmond Bluegrass Festival,351 Boul Perron O,New Richmond,QC,G0C 2B0,48.1806544,-65.8872669,festival site
Glenmore Square Library,7740 18 St Se,Calgary,AB,T2C 2N5,50.9835968,-114.0141449,library or archives
Festival Folklore Isle-Aux-Coudres,3417 Ch Des-Coudriers,L'Isle aux Coudres,QC,G0A 3J0,47.420863,-70.380377,festival site
Festival 1001 Visages De La Caricature,2490 Rue De-L'¨¦glise,Val David,QC,J0T 2N0,46.029355,-74.207472,festival site
Authentical Historical General Store 1928,32 Rue Bonfils,Perc¨¦,QC,G0C 1G0,48.474117,-64.306798,museum
Rutland,20 33 Hwy W,Kelowna,BC,V1X 1X8,49.888972,-119.391389,library or archives
Basic Inquiry,1011 Main St,Vancouver,BC,V6A 4L4,49.2758184,-123.1000334,museum
Biblioth¨¨que De Cap-Aux-Os (Gaspe),1826 Boul Forillon,Gasp¨¦,QC,G4X 6L9,48.8364101,-64.3417739,library or archives
London Regional Children's Museum,21 Wharncliffe Rd S,London,ON,N6J 4G5,42.9792875,-81.2626038,museum
Biblioth¨¨que De Saint-Remi (Amherst),124 Rue St-Louis,Amherst,QC,J0T 2L0,46.0101375,-74.7637515,library or archives
Atelier-Galerie Nicole Desch¨ºnes Duval,532 De-Gasp¨¦ Av E,Saint Jean Port Joli,QC,G0R 3G0,47.243541,-70.234503,gallery
Chapelle Du Vieux Corbeau,7 Rue De-L'¨¦glise,La Bostonnais,QC,G9X 0A7,47.521027,-72.682887,theatre/performance and concert hall
Bibliotheque Municipale L'¨¦crin,50 Chemin Du Village,Lac Beauport,QC,G3B 1R2,46.9470094,-71.2987114,library or archives
Bibliotheque De Lac-Kenogami,3000 Chemin De-L'¨¦glise,Saguenay,QC,G7X 7V6,48.3528913,-71.3311055,library or archives
Osoyoos Branch,8505 68Th Avenue,Osoyoos,BC,V0H 1V0,49.029649,-119.465142,library or archives
Lobby Gallery,6476 Marine Dr,Greater Vancouver A,BC,,49.267681,-123.259146,gallery
Fort Dauphin Museum,140 Jackson St,Dauphin,MB,R7N 2V1,51.15146215,-100.062544,museum
Pump House Steam Museum,23 Ontario St,Kingston,ON,,44.22411301,-76.48470845,museum
Festival Desbiens Extr¨ºme,925 Rue H¨¦bert,Desbiens,QC,G0W 1N0,48.418206,-71.950377,festival site
Sunshine Coast Museum And Archives,716 Winn Road,Gibsons,BC,V0N 1V0,49.3998362,-123.5094247,museum
Gallery-Frances Morrison Library (The),311 23Rd Street East,Saskatoon,SK,S7K 0J6,52.129612,-106.6587807,library or archives
Museum of the Sisters of Providence,12055 Rue Grenet,Montr¨¦al,QC,H4J 2J5,45.528809,-73.714799,museum
Flin Flon Station Museum,10 Flin Highway,"Division No. 21, Unorganized",MB,R8A 1J7,54.769801,-101.878967,museum
Birthplace Nha/Nhl Museum,249 Raglan St S,Renfrew,ON,K7V 1R3,45.4712223,-76.68278815,museum
Leaf Rapids Public Library,20 Town Centre,Leaf Rapids,MB,R0B 1W0,56.463284,-100.01204,library or archives
Plains of Abraham Museum,835 Qu¨¦bec Avenue,Qu¨¦bec,QC,G1R 2L3,46.806855,-71.213084,museum
Galerie B-312,372 Rue Ste-Catherine O,Montr¨¦al,QC,H3B 1A2,45.505653,-73.56733,gallery
Biblioth¨¨que De Saint-L¨¦onard,8420 Boulevard Lacordaire,Montr¨¦al,QC,H1R 3G5,45.586646,-73.5971925,library or archives
Biblioth¨¨que Publique De Larouche,709 Rue Gauthier,Larouche,QC,G0W 1Z0,48.4491688,-71.5251722,library or archives
Louise Public Library,148 Moffat Ave W,Louise,MB,R0G 1P0,49.203705,-98.896565,library or archives
Biblioth¨¨que De Sainte-Paule,102 Rue Banville,Sainte Paule,QC,G0J 3C0,48.6585609,-67.556436,library or archives
Biblioth¨¨que Municipale De Saint-Hugues,207 Rue Saint-Germain,Saint Hugues,QC,J0H 1N0,45.7912368,-72.8584769,library or archives
Manitoba Electrical Museum Inc.,680 Harrow St,Winnipeg,MB,R3M 3A3,49.8572066,-97.1553216,museum
Festival Du Bleuet De Dolbeau-Mistassini,105 De-L'¨¦glise Avenue,Dolbeau Mistassini,QC,G8L 4Z7,48.891786,-72.203549,festival site
Old Unionville Library Community Centre,221 Main St,Markham,ON,,43.86975261,-79.31172809,library or archives
Cbc Studio 700,700 Hamilton,Vancouver,BC,V6B 2R5,49.279079,-123.114496,theatre/performance and concert hall
Sisters of Providence Archives,1200 Princess St,Kingston,ON,,44.24456666,-76.5232461,museum
Festival Marin Des Escoumins,41 Rue Des-Pilotes,Les Escoumins,QC,G0T 1K0,48.318267,-69.414061,festival site
Yukon Arts Centre Public Art Gallery,300 College Drive,Whitehorse,YT,Y1A 5X9,60.7489979,-135.0968379,gallery
Calgary Chinese Cultural Centre,197 1 St Sw,Calgary,AB,,51.05130954,-114.0654814,art or cultural centre
Terrace Public Library,4610 Park Avenue,Terrace,BC,V8G 1V6,54.518129,-128.587312,library or archives
Biblioth¨¨que Et Archives Nationales Du Qu¨¦bec Sept-?les,700 Boulevard Laure,Sept ?les,QC,G4R 1Y1,50.2191211,-66.3828085,library or archives
Prefix Institute of Contemporary Art,401 Richmond Street West,Toronto,ON,M5V 3A8,43.647933,-79.394893,gallery
L'Astral - Maison Du Festival Rio Tinto Alcan,305 Rue Ste-Catherine O,Montr¨¦al,QC,H2X 2A3,45.5065424,-73.5667257,theatre/performance and concert hall
Meadowvale Library,6655 Glen Dr,Mississauga,ON,L5N 2R5,43.58529154,-79.75623021,library or archives
Rusty Relics Museum Inc.,115 Railway Avenue West,Carlyle,SK,S0C 0R0,49.638013,-102.2747678,museum
Jacob Gallery,388 Richmond St W,Toronto,ON,M5V 3P1,43.64824222,-79.39498082,gallery
Maison Et Atelier Rodolphe-Duguay,195 Rang Saint-Alexis,Nicolet,QC,J3T 1T5,46.22310326,-72.62349592,museum
Atelier Galerie D'Art Solart,211 Ch Du-Lac,Ripon,QC,J0V 1V0,45.825724,-75.07629,gallery
Biblioth¨¨que De Sainte-Anne-Des-Plaines,155 Rue Des-Cedres,Sainte Anne des Plaines,QC,J0N 1H0,45.7637905,-73.819973,library or archives
Pubnico Library,35 335 Highway,Argyle,NS,B0W 2W0,43.701463,-65.785857,library or archives
Sombra Township Museum,3470 St-Clair Parkway,St. Clair,ON,N0P 2H0,42.7126454,-82.4783163,museum
Bruce Hutchison Branch,4636 Elk Drive,Saanich,BC,V8Z 7K2,48.500968,-123.386514,library or archives
Th¨¦atre Saint-Sauveur,22 Rue Claude,Saint Sauveur,QC,J0R 1R6,45.893713,-74.145489,theatre/performance and concert hall
Ryerson Theatre,43 Gerrard St E,Toronto,ON,,43.65960146,-79.37905673,theatre/performance and concert hall
Agnes Bugera Gallery Inc,12310 Jasper Avenue Nw,Edmonton,AB,,53.54136865,-113.5330197,gallery
Alexander Calhoun Library,3223 14 St Sw,Calgary,AB,T2T 3V8,51.0255318,-114.0947876,library or archives
Bibliotheque Municipale De Beaconsfield,303 Boul Beaconsfield,Beaconsfield,QC,H9W 4A7,45.4242337,-73.8666525,library or archives
United Church of Canada B.C. Conference Archives,2195 45Th West,Vancouver,BC,V6M 2J2,49.2301609,-123.1260872,library or archives
Loretta Studios And Gallery,131 Loretta Ave N,Ottawa,ON,K1Y 2J7,45.40486586,-75.71627046,gallery
Cirque De La Pointe S¨¨che,94 Rte 132,Saint Germain,QC,G0L 3G0,47.624214,-69.773998,theatre/performance and concert hall
Kilby Historic Site,215 Kilby Road,Scowlitz 1,BC,V0M 1L0,49.2330186,-121.9307382,museum
Mus¨¦e D'Art De Joliette,145 Rue Du P¨¨re Wilfrid Corbeil,Joliette,QC,J6E 4T4,46.024312,-73.43613,museum
Highlands,6710 118 Avenue,Edmonton,AB,T5B 0P3,53.57058,-113.44505,library or archives
Leacock Museum National Historic Site,50 Museum Drive,Orillia,ON,L3V 6K5,44.6080715,-79.3936154,museum
Beaconsfield Historic House,2 Kent Street,Charlottetown,PE,C1A 1M6,46.23485435,-63.13069035,heritage or historic site
Biblioth¨¨que Saul-Bellow,800 Rue Sherbrooke,Montr¨¦al,QC,H8S 1H2,45.4449735,-73.6709621,library or archives
UBC Botanical Garden,6804 Marine Drive,Greater Vancouver A,BC,V6T 1Z4,49.2538228,-123.2473213,museum
Biblioth¨¨que Publique De Ferland,466 381 Route,Ferland et Boilleau,QC,G0V 1H0,48.0684443,-70.8238313,library or archives
Granum Old Jail And Museum,138 Landsdowne Street,Granum,AB,T0L 1A0,49.8707636,-113.509925,museum
Carleton Place And Beckwith Heritage Museum,267 Edmund Street,Carleton Place,ON,K7C 3E8,45.1432321,-76.146935,museum
Hart-Cam Museum,310 Poplar Street,Grassland,MB,R0M 0X0,49.4787242,-100.5203922,museum
Biblioth¨¨que Municipale Roxton Pond,901 Rue Saint-Jean,Roxton Pond,QC,J0E 1Z0,45.4758187,-72.6646873,library or archives
Lutz Mountain Heritage Museum,3143 Mountain Rd,Moncton,NB,E1G 3H2,46.13693274,-64.90157528,museum
Biblioth¨¨que De Saint-Henri,4707 Rue Notre-Dame Ouest,Montr¨¦al,QC,H4C 1S9,45.4726771,-73.588888,library or archives
Mission District Historical Society,33215 Second Ave,Mission,BC,V2V 4L1,49.140803,-122.3119684,heritage or historic site
Houston Public Library,3150 14Th Street,Houston,BC,V0J 1Z0,54.396495,-126.654854,library or archives
Dragon Boat Festival,1625 Main St,Moncton,NB,,46.08183177,-64.79485986,festival site
Soci¨¦t¨¦ Historique Nouvelle-Beauce,640 Notre-Dame Sud,Sainte Marie,QC,G6E 2W4,46.43152077,-71.01373409,heritage or historic site
Fort Chambly National Historic Site,2 Rue De-Richelieu,Chambly,QC,J3L 2B9,45.449448,-73.276887,heritage or historic site
Shawnigan Lake Historical Society & Museum,1775 Shawnigan Road,Cowichan Valley B,BC,V0R 2W0,48.65288,-123.6116251,museum
Salle Alphonse-Desjardins Du C¨¦gep Beauce-Appalaches,1055 Rue 116E E,Saint Georges,QC,G5Y 3G1,46.125659,-70.669514,theatre/performance and concert hall
Thomas H. Raddall Library,145 Old Street,Queens,NS,B0T 1K0,44.036312,-64.71425,library or archives
Port Elgin Public Library,33 Moore Road,Port Elgin,NB,E4M 2E6,46.0466379,-64.0956867,library or archives
Espace Pour La Vie: Jardin Botanique De Montr¨¦al,4101 Sherbrooke St East,Montr¨¦al,QC,H1X 2B2,45.5160219,-73.5678759,museum
Jordan Historical Museum,3802 Main St,Lincoln,ON,,43.1472183,-79.37075509,museum
Biblioth¨¨que D'Ahuntsic,10300 Rue Lajeunesse,Montr¨¦al,QC,H3L 2E5,45.5539209,-73.6637745,library or archives
Fort Saint-Jean Museum,15 Rue Jacques Cartier N,Saint Jean sur Richelieu,QC,J3B 8R8,45.297411,-73.251021,museum
Biblioth¨¨que Bonheur D'Occasion (Port-Daniel-Gascons),494 132 Route,Port Daniel  Gascons,QC,G0C 2N0,48.179622,-64.9705081,library or archives
Ges¨´- Centre De Cr¨¦ativit¨¦,1200 Rue De-Bleury,Montr¨¦al,QC,H3B 3J3,45.505278,-73.564966,theatre/performance and concert hall
H2O Le Festival,120 6E Avenue Ouest,Amos,QC,J9T 3Z3,48.576466,-78.118663,festival site
Biblioth¨¨que De Crabtree,59 Rue 16E,Crabtree,QC,J0K 1B0,45.9700411,-73.4750772,library or archives
Miss Margaret Robins Archives of Women's College Hospital,76 Grenville St,Toronto,ON,M5S 1B2,43.661734,-79.3875418,library or archives
Centre D'Art De Kamouraska,111 Morel Avenue,Kamouraska,QC,G0L 1M0,47.562013,-69.871297,art or cultural centre
Kawartha Art Gallery,190 Kent Street West,Kawartha Lakes,ON,K9V 2Y6,44.35468695,-78.74047504,gallery
Kaleden Branch,101 Linden Avenue,Okanagan Similkameen D,BC,V0H 1K0,49.390167,-119.595589,library or archives
Festival Country Saint-Antonin,17 Rue Pelletier,Saint Antonin,QC,G0L 2J0,47.764029,-69.47376,festival site
Women's Art Resource Centre/Warc Gallery,401 Richmond St W,Toronto,ON,M5V 3A8,43.64775543,-79.39474843,gallery
Mus¨¦e Min¨¦ralogique De L'Abitibi-T¨¦miscamingue (Malartic),650 Rue De-La-Paix-Malartic,Malartic,QC,J0Y 1Z0,48.133457,-78.122444,museum
Dundarave Print Workshop & Gallery,1640 Johnston St,Vancouver,BC,V6H 3S2,49.2721848,-123.1353489,gallery
Mus¨¦e-¨¦glise Saint-Venant,11 Ch Du-Village Saint-Venant,Saint Venant de Paquette,QC,J0B 1S0,45.125225,-71.462772,museum
Kailash Mital Theatre,1125 Colonel Dr,Ottawa,ON,K1S 5B6,45.38123651,-75.6995548,theatre/performance and concert hall
College/Shaw,766 College Street,Toronto,ON,M6G 1C4,43.65515926,-79.42011111,library or archives
Canadian Canoe Museum,910 Monaghan Rd,Peterborough,ON,K9J 5K4,44.2880728,-78.33029842,museum
Museum of Health Care At Kingston,102 Stuart St,Kingston,ON,,44.22377664,-76.49228664,museum
Michael Gennis Gallery,416 Richmond Road,Ottawa,ON,K2A 0G2,45.3525297,-75.7993141,gallery
Biblioth¨¨que H¨¦l¨¨ne-B.-Beaus¨¦jour,650 Rue 8E,Shawinigan,QC,,46.61398601,-72.69406632,library or archives
Multi Service Restoration Ltd.,1308 Shillington Ave,Ottawa,ON,K1Z 8A5,45.3787122,-75.73253066,heritage or historic site
Mus¨¦e Louis-Langlois (¨¦comus¨¦e De Rivi¨¨re-Pentec?te),2088 Rue Mgr Mgr-Labrie,Port Cartier,QC,G0H 1R0,49.679036,-67.16727,museum
Biblioth¨¨que De Sainte-H¨¦l¨¨ne,707 Rue Du-Couvent,Sainte H¨¦l¨¨ne de Kamouraska,QC,G0L 3J0,47.5874548,-69.7262871,library or archives
Spirit River & District Museum,4403 48 St,Spirit River,AB,T0H 3G0,55.7783722,-118.8297354,museum
Canadian Clock Museum The,60 James St,Deep River,ON,K0J 1P0,46.106151,-77.5077378,museum
Algonquin Culture & Heritage Centre,1674 Mishomis Road,Niagara on the Lake,ON,K0J 1X0,43.25281421,-79.10324617,art or cultural centre
Vagabond Theatre/Fisheries Exibition Building,600 First St,New Westminster,BC,,49.21416596,-122.9031593,theatre/performance and concert hall
Festival Du Cochon De Sainte-Perp¨¦tue,113 Rue St-Charles,Sainte Perp¨¦tue,QC,J0C 1R0,46.080353,-72.465681,festival site
Living Art Centre,4141 Living Dr,Mississauga,ON,L5B 4B8,43.58969773,-79.64571631,theatre/performance and concert hall
Moncur Gallery,298 Mountain Street,Boissevain Morton,MB,R0K 0E0,49.2254138,-100.0539389,gallery
Biblioth¨¨que La Volutheque,900 Rue Des-Lacs,Saint S¨¦verin,QC,G0N 1V0,46.325659,-71.054816,library or archives
Heffel Gallery Ltd,2247 Granville St,Vancouver,BC,V6H 3G1,49.2654685,-123.1389124,gallery
Biblioth¨¨que Benny,6400 De-Monkland Avenue,Montr¨¦al,QC,H4B 1H3,45.4653268,-73.627692,library or archives
Firehall Branch,1455 10Th Avenue West,Vancouver,BC,V6H 1J8,49.262674,-123.137671,library or archives
Maison De La Culture Janine-Sutto,2550 Rue Ontario Est,Montr¨¦al,QC,H2K 1W7,45.532915,-73.551698,art or cultural centre
South Central Regional Library,160 Main St,Winkler,MB,R6W 0M3,49.17936,-97.939467,library or archives
Mariners Park Museum,2065 13 County Road,Prince Edward County,ON,K0K 2P0,43.9209803,-77.0531279,museum
Serbian Heritage Museum,6770 Tecumseh Rd E,Windsor,ON,N8T 1E6,42.31208593,-82.94421545,museum
Tugaske Branch Library,106 Ogema Street,Tugaske,SK,S0H 4B0,50.8722488,-106.2889116,library or archives
Biblioth¨¨que Et Archives Nationales Du Qu¨¦bec Trois-Rivi¨¨res,225 Rue Des-Forges,Trois Rivi¨¨res,QC,G9A 2G7,46.34040395,-72.54267288,library or archives
Pazan Gallery,6 Brant Ave,Mississauga,ON,L5G 3N8,43.56003257,-79.57758354,gallery
